Timestamp,Video Name,LDS-Net Score,SeaPixGan Score,FUnieGan Score,DeepSESR Score,System Best Model,Human Best Model
2024-10-19 18:21:42,FUnieGan_micro_trimmed2.mp4,1.9489245047868353,,1.950812398454326,,FUnieGan,FUnieGan
2024-10-19 18:43:14,micro_trimmed2.mp4,1.948927237737153,,1.950816523469189,,FUnieGan,DeepSESR
